Field,Trt,Date,Mean,Temp (°C),Rainfall (mm),Soil Moisture (%)
F1,T1,2022-04-25,0.94,26.9,78.3,36.5
F1,T1,2022-04-26,0.85,15.1,123.9,34.2
F1,T1,2022-04-27,0.9,16.9,117.6,39.2
F1,T1,2022-04-28,0.82,16.3,116.0,42.5
F1,T1,2022-04-29,0.78,27.1,135.3,52.2
F1,T1,2022-04-30,0.63,31.5,99.7,23.1
F1,T1,2022-05-01,0.53,21.7,157.0,48.3
F1,T1,2022-05-02,0.89,25.3,88.0,25.9
F1,T1,2022-05-03,0.66,23.7,17.7,28.8
F1,T1,2022-05-04,0.8,29.7,199.7,57.3
F1,T1,2022-05-05,0.82,23.4,127.2,51.4
F1,T1,2022-05-06,0.56,23.2,168.0,35.4
F1,T1,2022-05-07,0.79,26.8,36.9,34.5
F1,T1,2022-05-08,0.67,15.5,4.8,53.3
F1,T1,2022-05-09,0.64,25.4,59.7,57.6
F1,T1,2022-05-10,0.63,23.6,174.5,53.7
F1,T1,2022-05-11,0.59,31.1,91.6,39.3
F1,T1,2022-05-12,0.57,16.6,145.6,39.9
F1,T1,2022-05-13,0.72,29.6,153.1,26.4
F1,T1,2022-05-14,0.81,17.7,150.3,46.3
F1,T1,2022-05-15,0.98,16.4,11.4,31.3
F1,T1,2022-05-16,0.63,19.9,181.3,30.0
F1,T1,2022-05-17,0.64,30.2,89.9,51.1
F1,T1,2022-05-18,0.53,24.8,6.7,22.5
F1,T1,2022-05-19,0.95,17.8,106.5,36.4
F1,T1,2022-05-20,0.67,33.0,4.4,46.6
F1,T1,2022-05-21,0.98,26.2,187.4,22.1
F1,T1,2022-05-22,0.71,20.2,146.2,59.3
F1,T1,2022-05-23,0.63,28.1,39.6,42.6
F1,T1,2022-05-24,0.73,34.4,121.7,34.0
F1,T1,2022-05-25,0.56,18.0,45.1,30.0
F1,T1,2022-05-26,0.93,26.2,104.7,24.6
F1,T1,2022-05-27,0.93,29.5,13.5,48.3
F1,T1,2022-05-28,0.77,16.6,91.7,39.4
F1,T1,2022-05-29,0.58,33.9,170.0,46.8
F1,T1,2022-05-30,0.73,23.2,130.2,41.8
F1,T1,2022-05-31,0.53,25.3,161.3,38.4
F1,T1,2022-06-01,0.53,30.7,40.3,30.3
F1,T1,2022-06-02,0.58,21.6,151.4,40.8
F1,T1,2022-06-03,0.6,32.6,175.9,54.8
F1,T1,2022-06-04,0.62,24.0,197.0,50.9
F1,T1,2022-06-05,0.51,16.3,92.8,56.4
F1,T1,2022-06-06,0.77,25.0,21.1,46.3
F1,T1,2022-06-07,0.91,22.6,155.1,58.6
F1,T1,2022-06-08,0.6,25.5,57.4,51.7
F1,T1,2022-06-09,0.79,27.7,159.6,35.8
F1,T1,2022-06-10,0.96,25.7,31.6,47.8
F1,T1,2022-06-11,0.9,21.3,171.4,56.2
F1,T1,2022-06-12,0.64,34.7,28.1,28.1
F1,T1,2022-06-13,0.59,32.9,130.9,26.1
F1,T1,2022-06-14,0.72,27.3,16.7,55.3
F1,T1,2022-06-15,0.9,25.1,193.4,36.7
F1,T1,2022-06-16,0.99,28.4,126.9,26.6
F1,T1,2022-06-17,0.94,23.5,32.4,20.5
F1,T1,2022-06-18,0.78,25.5,143.9,55.6
F1,T1,2022-06-19,0.54,29.6,37.5,54.3
F1,T1,2022-06-20,0.91,25.8,142.0,32.6
F1,T1,2022-06-21,0.74,31.4,91.9,34.3
F1,T1,2022-06-22,0.75,31.6,67.0,27.0
F1,T1,2022-06-23,0.86,31.5,20.1,29.6
F1,T1,2022-06-24,0.57,22.0,90.1,50.0
F1,T1,2022-06-25,0.83,27.4,70.5,53.7
F1,T1,2022-06-26,0.74,34.6,126.8,25.1
F1,T1,2022-06-27,0.84,21.5,137.3,22.8
F1,T1,2022-06-28,0.59,32.1,45.4,53.5
F1,T1,2022-06-29,0.64,27.9,138.8,40.5
F1,T1,2022-06-30,0.65,19.3,6.6,32.2
F1,T1,2022-07-01,0.83,33.8,174.2,50.6
F1,T1,2022-07-02,0.89,28.3,52.1,56.3
F1,T1,2022-07-03,0.84,26.2,22.2,37.9
F1,T1,2022-07-04,0.73,32.3,109.3,35.2
F1,T1,2022-07-05,0.99,17.2,84.5,21.7
F1,T1,2022-07-06,0.87,33.4,56.0,54.3
F1,T1,2022-07-07,0.65,33.2,150.8,52.2
F1,T1,2022-07-08,0.51,34.3,145.3,32.2
F1,T1,2022-07-09,0.91,20.6,174.6,24.5
F1,T1,2022-07-10,0.85,25.8,19.3,29.7
F1,T1,2022-07-11,0.51,24.4,60.3,43.9
F1,T1,2022-07-12,0.65,21.0,148.6,21.9
F1,T1,2022-07-13,0.95,32.0,133.6,43.7
F1,T1,2022-07-14,0.95,18.7,15.8,29.6
F1,T1,2022-07-15,0.9,15.7,116.6,59.8
F1,T1,2022-07-16,0.93,25.4,12.7,53.3
F1,T1,2022-07-17,0.8,17.3,18.8,56.4
F1,T1,2022-07-18,0.83,31.6,175.8,42.9
F1,T1,2022-07-19,0.76,23.6,63.4,37.4
F1,T1,2022-07-20,0.89,27.0,178.5,37.7
F1,T1,2022-07-21,0.8,27.6,118.3,48.1
F1,T1,2022-07-22,0.62,25.2,20.8,35.4
F1,T1,2022-07-23,0.74,28.0,190.1,44.0
F1,T1,2022-07-24,0.87,25.1,126.8,22.8
F1,T1,2022-07-25,0.63,22.2,94.5,21.8
F1,T1,2022-07-26,0.57,20.5,194.3,33.3
F1,T1,2022-07-27,0.74,18.9,122.2,31.2
F1,T1,2022-07-28,0.6,25.3,1.1,20.3
F1,T1,2022-07-29,0.61,15.7,21.6,33.6
F1,T1,2022-07-30,0.9,26.4,102.5,31.7
F1,T1,2022-07-31,0.97,22.9,17.4,44.7
F1,T1,2022-08-01,0.56,21.9,101.5,55.0
F1,T1,2022-08-02,0.75,29.0,198.6,25.3
F1,T1,2022-08-03,0.64,22.9,84.4,36.4
F1,T1,2022-08-04,0.95,29.3,121.6,32.4
F1,T1,2022-08-05,0.91,34.1,164.2,20.1
F1,T1,2022-08-06,0.82,16.0,51.5,22.4
F1,T1,2022-08-07,0.8,28.7,22.9,35.4
F1,T1,2022-08-08,0.73,22.4,24.2,36.8
F1,T1,2022-08-09,0.88,16.4,16.0,34.2
F1,T1,2022-08-10,0.97,28.4,135.7,34.5
F1,T1,2022-08-11,0.8,15.2,127.2,56.5
F1,T1,2022-08-12,0.81,32.5,144.8,24.8
F1,T1,2022-08-13,0.95,16.3,106.8,25.7
F1,T1,2022-08-14,0.51,23.4,59.0,39.4
F1,T1,2022-08-15,0.79,15.9,24.6,42.3
F1,T1,2022-08-16,0.67,29.6,130.5,53.8
F1,T1,2022-08-17,0.85,23.6,134.6,31.0
F1,T1,2022-08-18,0.65,30.8,89.3,51.9
F1,T1,2022-08-19,0.91,32.2,183.3,37.2
F1,T1,2022-08-20,0.66,26.6,74.2,44.0
F1,T1,2022-08-21,0.85,28.8,74.9,26.7
F1,T1,2022-08-22,0.72,17.9,178.0,33.8
F1,T1,2022-08-23,0.58,15.5,129.2,45.5
F1,T1,2022-08-24,0.67,16.4,81.9,32.4
F1,T1,2022-08-25,0.84,27.1,72.9,28.7
F1,T1,2022-08-26,0.99,24.1,137.7,25.6
F1,T1,2022-08-27,0.74,15.6,101.1,58.6
F1,T1,2022-08-28,0.69,15.8,6.2,35.5
F1,T1,2022-08-29,0.58,15.5,151.2,38.3
F1,T1,2022-08-30,0.64,33.0,23.2,58.2
F1,T1,2022-08-31,0.66,32.8,120.6,53.1
F1,T1,2022-09-01,0.99,20.8,192.2,35.6
F1,T1,2022-09-02,0.69,21.8,108.3,26.2
F1,T1,2022-09-03,0.78,25.8,152.4,53.3
F1,T1,2022-09-04,0.72,21.0,51.9,27.8
F1,T1,2022-09-05,0.53,21.8,54.0,58.7
F1,T1,2022-09-06,0.78,21.9,116.1,25.6
F1,T1,2022-09-07,0.72,27.5,97.8,36.1
F1,T1,2022-09-08,1.0,32.6,124.7,42.8
F1,T1,2022-09-09,0.81,19.0,79.0,21.6
F1,T1,2022-09-10,0.74,25.9,45.5,58.6
F1,T1,2022-09-11,0.95,29.4,106.7,54.8
F1,T1,2022-09-12,0.57,30.8,25.0,51.8
F1,T1,2022-09-13,0.64,32.5,188.8,26.0
F1,T1,2022-09-14,0.73,34.6,96.7,54.5
F1,T1,2022-09-15,0.79,22.5,57.2,28.1
F1,T1,2022-09-16,0.88,22.7,102.3,39.7
F1,T1,2022-09-17,0.79,32.3,196.1,36.3
F1,T1,2022-09-18,0.91,30.3,114.7,58.2
F1,T1,2022-09-19,0.6,17.2,170.8,37.6
F1,T1,2022-09-20,0.92,32.9,12.5,55.3
F1,T1,2022-09-21,0.72,25.2,125.3,57.1
F1,T1,2022-09-22,0.51,24.5,137.5,48.9
F1,T1,2022-09-23,0.85,17.7,59.9,34.3
F1,T1,2022-09-24,0.9,20.6,42.1,58.3
F1,T1,2022-09-25,0.5,35.0,135.4,53.1
F1,T1,2022-09-26,0.65,15.3,147.6,53.4
F1,T1,2022-09-27,0.87,17.9,150.7,50.8
F1,T1,2022-09-28,0.83,30.3,169.2,44.5
F1,T1,2022-09-29,0.54,24.8,15.5,36.3
F1,T1,2022-09-30,0.7,16.3,69.8,24.4
F1,T1,2022-10-01,0.9,34.0,14.5,58.2
F1,T1,2022-10-02,0.76,21.0,15.4,40.0
F1,T1,2022-10-03,0.9,29.1,10.0,22.9
F1,T1,2022-10-04,0.7,20.9,46.5,31.2
F1,T1,2022-10-05,0.9,33.6,81.0,56.2
F1,T1,2022-10-06,0.66,24.5,45.2,45.6
F1,T1,2022-10-07,0.99,27.1,71.6,45.9
F1,T1,2022-10-08,0.56,32.8,100.6,38.0
F1,T1,2022-10-09,0.79,27.5,14.4,47.3
F1,T1,2022-10-10,0.62,29.3,164.5,52.2
F1,T1,2022-10-11,0.78,25.4,28.6,51.0
F1,T1,2022-10-12,0.64,24.9,56.9,25.4
F1,T1,2022-10-13,0.81,16.1,149.7,32.7
F1,T1,2022-10-14,0.5,25.2,9.4,31.0
F1,T1,2022-10-15,0.85,16.3,167.9,20.2
F1,T1,2022-10-16,0.62,29.8,63.3,24.1
F1,T1,2022-10-17,0.68,20.4,168.5,32.5
F1,T1,2022-10-18,0.89,32.8,86.8,56.4
F1,T1,2022-10-19,0.69,34.3,17.9,47.5
F1,T1,2022-10-20,0.75,22.8,126.5,48.2
F1,T1,2022-10-21,0.5,18.3,142.6,46.7
F1,T1,2022-10-22,0.98,30.2,190.2,48.1
F1,T1,2022-10-23,0.65,17.1,156.4,45.8
F1,T1,2022-10-24,0.52,22.2,191.4,40.0
F1,T1,2022-10-25,0.72,24.2,41.8,34.7
F1,T1,2022-10-26,0.68,16.0,153.5,36.7
F1,T1,2022-10-27,0.91,32.0,42.4,46.3
F1,T1,2022-10-28,0.74,32.6,43.1,47.1
F1,T1,2022-10-29,0.8,20.9,27.3,46.1
F1,T1,2022-10-30,0.87,21.3,129.0,35.8
F1,T1,2022-10-31,0.86,19.0,178.0,31.5
F1,T1,2022-11-01,0.68,16.2,22.3,40.6
F1,T1,2022-11-02,0.63,31.7,2.9,35.2
F1,T1,2022-11-03,0.67,15.4,24.9,36.5
F1,T1,2022-11-04,0.75,23.1,106.2,43.8
F1,T1,2022-11-05,0.5,24.3,192.7,40.8
F1,T1,2022-11-06,0.84,21.2,154.8,50.9
F1,T1,2022-11-07,0.76,34.5,25.1,20.7
F1,T1,2022-11-08,0.89,31.1,24.0,30.6
F1,T1,2022-11-09,0.51,20.9,154.6,40.7
F1,T1,2022-11-10,0.67,22.4,0.3,32.0
F1,T1,2022-11-11,0.82,34.5,169.4,20.9
F1,T1,2022-11-12,0.95,30.7,156.1,38.3
F1,T1,2022-11-13,0.7,21.1,13.1,29.1
F1,T1,2022-11-14,0.62,24.7,149.5,39.0
F1,T1,2022-11-15,0.53,34.2,188.5,51.4
F1,T1,2022-11-16,1.0,25.9,192.6,23.0
F1,T1,2022-11-17,0.68,19.5,39.2,25.6
F1,T1,2022-11-18,0.81,30.6,115.7,25.9
F1,T1,2022-11-19,0.91,27.7,77.6,47.0
F1,T1,2022-11-20,0.63,21.9,183.5,31.6
F1,T1,2022-11-21,0.73,32.8,141.5,22.5
F1,T1,2022-11-22,0.57,15.2,126.2,37.9
F1,T1,2022-11-23,0.57,34.2,105.9,29.7
F1,T1,2022-11-24,0.75,28.6,15.2,31.0
F1,T1,2022-11-25,0.9,24.2,109.3,37.3
F1,T1,2022-11-26,0.52,18.3,89.1,28.4
F1,T1,2022-11-27,0.52,31.9,196.2,51.7
F1,T1,2022-11-28,0.93,19.8,192.1,27.9
F1,T1,2022-11-29,0.98,34.9,142.3,59.2
F1,T1,2022-11-30,0.78,20.2,87.4,43.7
F1,T1,2022-12-01,0.54,27.4,196.2,27.6
F1,T1,2022-12-02,0.9,33.2,188.7,58.4
F1,T1,2022-12-03,0.76,34.5,151.5,26.5
F1,T1,2022-12-04,0.74,29.4,49.5,45.6
F1,T1,2022-12-05,0.83,18.3,113.0,50.9
F1,T1,2022-12-06,0.75,15.2,1.8,34.3
F1,T1,2022-12-07,0.96,19.6,126.9,28.9
F1,T1,2022-12-08,0.66,32.0,145.8,23.8
F1,T1,2022-12-09,0.71,15.6,96.2,46.5
F1,T1,2022-12-10,0.56,20.8,79.6,56.8
F1,T1,2022-12-11,1.0,15.9,152.2,34.9
F1,T1,2022-12-12,0.7,30.1,183.7,58.0
F1,T1,2022-12-13,0.79,22.1,157.5,30.0
F1,T1,2022-12-14,0.78,22.2,131.3,29.6
F1,T1,2022-12-15,0.6,33.4,20.4,40.2
F1,T1,2022-12-16,0.61,15.8,7.2,27.0
F1,T1,2022-12-17,0.93,20.6,190.1,43.3
F1,T1,2022-12-18,0.72,26.6,103.3,50.4
F1,T1,2022-12-19,0.64,22.1,178.8,57.9
F1,T1,2022-12-20,0.95,23.4,156.1,39.1
F1,T1,2022-12-21,0.75,19.1,118.2,27.4
F1,T1,2022-12-22,0.67,32.1,41.4,22.8
F1,T1,2022-12-23,0.53,33.8,101.4,36.4
F1,T1,2022-12-24,0.91,31.7,66.4,47.7
F1,T1,2022-12-25,0.89,28.1,30.3,55.0
F1,T1,2022-12-26,0.77,20.6,85.0,21.5
F1,T1,2022-12-27,0.56,30.3,0.0,36.7
F1,T1,2022-12-28,0.76,16.1,194.6,29.0
F1,T1,2022-12-29,0.65,21.1,46.1,20.1
F1,T1,2022-12-30,0.86,34.3,44.9,46.5
F1,T1,2022-12-31,0.87,32.0,84.5,32.1
F1,T1,2023-01-01,0.66,29.3,163.4,27.3
F1,T1,2023-01-02,0.69,33.0,161.3,59.4
F1,T1,2023-01-03,0.88,22.9,118.1,46.4
F1,T1,2023-01-04,0.54,25.9,141.9,26.7
F1,T1,2023-01-05,0.89,26.7,190.4,21.7
F1,T1,2023-01-06,0.63,27.0,59.3,48.6
F1,T1,2023-01-07,0.88,17.1,102.8,40.4
F1,T1,2023-01-08,0.68,33.7,165.5,47.9
F1,T1,2023-01-09,0.86,24.2,184.2,47.8
F1,T1,2023-01-10,0.86,32.2,54.8,52.3
F1,T1,2023-01-11,0.6,21.9,67.1,59.1
F1,T1,2023-01-12,0.93,29.0,145.4,42.5
F1,T1,2023-01-13,0.97,24.9,76.1,26.5
F1,T1,2023-01-14,0.89,29.7,76.9,21.0
F1,T1,2023-01-15,0.92,15.2,140.7,58.8
F1,T1,2023-01-16,0.72,19.7,141.0,52.7
F1,T1,2023-01-17,0.77,34.3,10.3,40.2
F1,T1,2023-01-18,0.86,32.3,35.9,52.0
F1,T1,2023-01-19,0.78,22.9,26.3,54.6
F1,T1,2023-01-20,0.58,21.2,58.0,54.9
F1,T1,2023-01-21,0.84,30.9,50.1,45.0
F1,T1,2023-01-22,0.79,31.7,181.2,20.5
F1,T1,2023-01-23,0.84,16.0,109.8,31.5
F1,T1,2023-01-24,0.65,22.1,124.3,33.4
F1,T1,2023-01-25,0.87,23.1,13.7,51.4
F1,T1,2023-01-26,0.64,23.7,137.1,33.3
F1,T1,2023-01-27,0.53,22.5,188.9,45.7
F1,T1,2023-01-28,0.84,27.6,39.8,36.7
F1,T1,2023-01-29,0.88,17.0,55.6,31.1
F1,T1,2023-01-30,0.72,34.6,13.5,40.7
F1,T1,2023-01-31,0.59,34.4,22.7,36.1
F1,T1,2023-02-01,0.87,29.1,84.5,33.9
F1,T1,2023-02-02,0.7,20.3,41.1,39.3
F1,T1,2023-02-03,0.63,20.7,131.4,58.7
F1,T1,2023-02-04,0.8,16.5,15.1,58.1
F1,T1,2023-02-05,0.65,16.8,119.8,44.9
F1,T1,2023-02-06,0.82,20.3,3.0,58.6
F1,T1,2023-02-07,0.63,28.5,141.3,44.4
F1,T1,2023-02-08,0.66,20.4,119.5,54.6
F1,T1,2023-02-09,0.97,17.1,31.0,57.8
F1,T1,2023-02-10,0.87,32.7,40.5,43.5
F1,T1,2023-02-11,0.85,28.6,81.6,20.6
F1,T1,2023-02-12,0.79,20.1,90.1,58.3
F1,T1,2023-02-13,0.7,31.8,37.7,46.9
F1,T1,2023-02-14,0.99,17.0,1.7,37.3
F1,T1,2023-02-15,0.55,30.0,182.9,37.4
F1,T1,2023-02-16,0.63,23.7,144.7,20.4
F1,T1,2023-02-17,0.79,27.3,127.5,29.7
F1,T1,2023-02-18,0.86,16.8,39.9,55.1
F1,T1,2023-02-19,0.87,15.3,49.7,28.6
F1,T1,2023-02-20,0.64,20.0,12.5,38.4
F1,T1,2023-02-21,0.87,27.1,134.6,23.2
F1,T1,2023-02-22,0.98,31.8,161.0,52.9
F1,T1,2023-02-23,0.97,25.9,40.1,44.7
F1,T1,2023-02-24,0.87,29.8,104.3,22.7
F1,T1,2023-02-25,0.69,33.4,116.9,41.5
F1,T1,2023-02-26,0.63,22.4,179.1,46.7
F1,T1,2023-02-27,0.89,24.1,126.0,29.9
F1,T1,2023-02-28,0.85,23.6,88.5,46.0
F1,T1,2023-03-01,0.97,16.3,164.9,31.7
F1,T1,2023-03-02,0.72,15.4,60.2,40.1
F1,T1,2023-03-03,0.53,24.8,185.4,24.2
F1,T1,2023-03-04,0.88,23.2,131.0,30.4
F1,T1,2023-03-05,0.58,18.2,14.1,27.4
F1,T1,2023-03-06,0.83,32.6,162.8,47.4
F1,T1,2023-03-07,0.56,20.8,62.0,30.0
F1,T1,2023-03-08,0.76,25.7,71.4,34.2
F1,T1,2023-03-09,0.91,30.8,61.6,56.6
F1,T1,2023-03-10,0.98,21.5,70.9,40.2
F1,T1,2023-03-11,0.97,32.5,20.5,35.7
F1,T1,2023-03-12,0.78,25.1,38.8,54.4
F1,T1,2023-03-13,0.84,31.8,171.8,49.9
F1,T1,2023-03-14,0.72,27.2,32.1,46.9
F1,T1,2023-03-15,0.59,28.9,45.9,24.7
F1,T1,2023-03-16,0.58,15.0,143.7,49.3
F1,T1,2023-03-17,0.76,18.2,16.7,20.8
F1,T1,2023-03-18,0.58,32.8,48.3,34.2
F1,T1,2023-03-19,0.55,19.4,103.8,44.3
F1,T1,2023-03-20,0.62,16.2,78.2,29.4
F1,T1,2023-03-21,0.61,34.2,123.3,42.3
F1,T1,2023-03-22,0.71,23.6,108.2,47.9
F1,T1,2023-03-23,0.85,18.4,100.0,36.5
F1,T1,2023-03-24,0.94,27.6,106.5,24.6
F1,T1,2023-03-25,0.8,17.3,67.4,25.7
F1,T1,2023-03-26,0.85,19.1,78.4,55.8
F1,T1,2023-03-27,0.6,25.2,83.9,20.7
F1,T1,2023-03-28,0.9,16.4,94.9,42.4
F1,T1,2023-03-29,0.81,28.8,50.7,20.4
F1,T1,2023-03-30,0.86,25.7,167.2,52.9
F1,T1,2023-03-31,0.92,24.7,66.7,51.7
F1,T1,2023-04-01,0.73,18.7,171.0,55.3
F1,T1,2023-04-02,0.73,16.5,77.6,52.1
F1,T1,2023-04-03,0.95,19.1,13.4,55.1
F1,T1,2023-04-04,0.69,25.8,193.6,22.7
F1,T1,2023-04-05,0.82,16.5,75.1,52.2
F1,T1,2023-04-06,0.72,34.9,111.8,32.8
F1,T1,2023-04-07,0.61,22.0,74.5,22.7
F1,T1,2023-04-08,0.68,24.3,144.5,46.3
F1,T1,2023-04-09,0.85,15.2,43.5,46.5
F1,T1,2023-04-10,0.74,15.1,160.9,50.9
F1,T1,2023-04-11,0.77,16.3,153.3,43.3
F1,T1,2023-04-12,0.89,30.0,160.6,40.7
F1,T1,2023-04-13,0.57,28.4,124.1,49.7
F1,T1,2023-04-14,0.58,18.9,178.1,50.0
F1,T1,2023-04-15,0.95,30.2,119.4,46.2
F1,T1,2023-04-16,0.94,26.6,126.5,26.3
F1,T1,2023-04-17,0.74,29.3,54.2,28.1
F1,T1,2023-04-18,0.66,19.8,43.0,37.0
F1,T1,2023-04-19,0.95,25.1,37.6,23.1
F1,T1,2023-04-20,0.85,22.7,164.4,46.4
F1,T1,2023-04-21,0.9,20.4,138.5,30.6
F1,T1,2023-04-22,0.97,27.7,64.9,30.8
F1,T1,2023-04-23,0.6,28.9,43.7,43.8
F1,T1,2023-04-24,0.63,28.2,163.0,51.1
F1,T1,2023-04-25,0.88,18.8,17.7,48.0
F1,T1,2023-04-26,0.68,23.6,6.2,30.4
F1,T1,2023-04-27,0.52,32.6,48.7,42.3
F1,T1,2023-04-28,0.52,28.3,64.6,55.9
F1,T1,2023-04-29,0.94,21.5,180.2,59.8
F1,T1,2023-04-30,0.91,31.9,49.8,43.1
F1,T1,2023-05-01,0.53,16.9,199.8,33.1
F1,T1,2023-05-02,0.87,31.1,171.6,59.9
F1,T1,2023-05-03,0.62,15.8,82.2,25.2
F1,T1,2023-05-04,0.51,22.2,156.7,42.6
F1,T1,2023-05-05,0.66,28.1,46.4,20.6
F1,T1,2023-05-06,0.88,27.5,152.5,21.6
F1,T1,2023-05-07,0.92,27.4,112.7,45.0
F1,T1,2023-05-08,0.93,26.7,116.2,59.6
F1,T1,2023-05-09,0.88,23.8,141.5,35.6
F1,T1,2023-05-10,0.61,26.9,185.6,57.2
F1,T1,2023-05-11,0.67,25.6,42.3,59.8
F1,T1,2023-05-12,0.99,28.0,160.9,48.6
F1,T1,2023-05-13,0.8,16.1,91.0,47.0
F1,T1,2023-05-14,0.84,22.5,188.3,26.7
F1,T1,2023-05-15,0.75,28.8,139.4,45.9
F1,T1,2023-05-16,0.64,18.1,127.2,44.0
F1,T1,2023-05-17,0.59,29.1,91.0,46.7
F1,T1,2023-05-18,0.92,18.4,3.8,51.2
F1,T1,2023-05-19,0.8,29.0,167.6,52.1
F1,T1,2023-05-20,0.98,25.7,97.7,36.1
F1,T1,2023-05-21,0.58,26.5,55.4,56.9
F1,T1,2023-05-22,0.79,26.9,71.0,22.1
F1,T1,2023-05-23,0.52,23.5,16.9,44.3
F1,T1,2023-05-24,0.94,32.7,131.8,28.4
F1,T1,2023-05-25,0.93,32.7,39.3,49.5
F1,T1,2023-05-26,0.64,31.1,199.4,21.2
F1,T1,2023-05-27,0.95,27.5,194.7,38.6
F1,T1,2023-05-28,0.92,16.2,67.1,22.7
F1,T1,2023-05-29,0.99,31.3,170.5,57.5
F1,T1,2023-05-30,0.54,22.7,14.2,28.4
F1,T1,2023-05-31,0.61,24.4,53.7,24.0
F1,T1,2023-06-01,0.58,17.9,194.6,50.4
F1,T1,2023-06-02,0.98,23.8,55.7,51.9
F1,T1,2023-06-03,0.66,21.0,46.5,25.2
F1,T1,2023-06-04,0.63,22.1,134.8,22.5
F1,T1,2023-06-05,0.61,31.2,29.4,33.7
F1,T1,2023-06-06,0.93,18.1,16.5,39.4
F1,T1,2023-06-07,0.65,26.3,160.8,25.5
F1,T1,2023-06-08,0.79,25.1,28.8,45.0
F1,T1,2023-06-09,0.64,24.8,16.5,38.4
F1,T1,2023-06-10,0.65,31.4,11.4,36.7
F1,T1,2023-06-11,0.73,29.5,114.9,46.7
F1,T1,2023-06-12,0.89,32.2,62.8,41.5
F1,T1,2023-06-13,0.92,34.8,177.9,34.9
F1,T1,2023-06-14,0.6,24.8,148.3,39.7
F1,T1,2023-06-15,0.74,31.8,72.3,54.4
F1,T1,2023-06-16,0.7,21.6,90.8,50.5
F1,T1,2023-06-17,0.56,18.9,190.3,27.0
F1,T1,2023-06-18,0.78,26.6,97.9,45.8
F1,T1,2023-06-19,0.61,26.1,74.4,46.5
F1,T1,2023-06-20,0.57,26.4,37.1,31.1
F1,T1,2023-06-21,0.61,18.7,165.1,31.4
F1,T1,2023-06-22,0.96,34.4,114.3,25.7
F1,T1,2023-06-23,0.69,31.0,73.5,23.5
F1,T1,2023-06-24,0.78,31.9,159.2,27.0
F1,T1,2023-06-25,0.84,19.4,43.6,55.0
F1,T1,2023-06-26,0.62,20.3,0.1,54.8
F1,T1,2023-06-27,0.9,27.5,150.1,26.1
F1,T1,2023-06-28,0.73,22.0,18.8,39.4
F1,T1,2023-06-29,0.96,15.8,58.3,28.3
F1,T1,2023-06-30,0.62,33.2,93.6,38.7
F1,T1,2023-07-01,0.88,18.1,97.5,37.2
F1,T1,2023-07-02,0.8,35.0,153.9,35.9
F1,T1,2023-07-03,0.91,18.4,6.1,28.2
F1,T1,2023-07-04,0.67,25.2,123.0,56.4
F1,T1,2023-07-05,0.75,25.0,10.0,21.4
F1,T1,2023-07-06,0.78,23.8,167.8,26.4
F1,T1,2023-07-07,0.51,24.0,47.5,22.0
F1,T1,2023-07-08,0.86,17.2,121.7,31.2
F1,T1,2023-07-09,0.59,22.6,160.3,35.7
F1,T1,2023-07-10,0.88,17.5,154.6,29.5
F1,T1,2023-07-11,0.84,26.3,185.8,35.5
F1,T1,2023-07-12,0.53,15.4,165.4,41.0
F1,T1,2023-07-13,0.89,19.7,69.0,21.2
F1,T1,2023-07-14,0.98,28.4,186.6,30.6
F1,T1,2023-07-15,0.81,28.6,63.5,53.9
F1,T1,2023-07-16,0.97,32.7,147.8,31.1
F1,T1,2023-07-17,0.64,34.3,2.1,48.6
F1,T1,2023-07-18,0.85,27.5,198.0,32.5
F1,T1,2023-07-19,0.67,16.6,88.6,30.4
F1,T1,2023-07-20,0.67,31.7,187.1,27.4
F1,T1,2023-07-21,0.69,33.6,12.4,23.7
F1,T1,2023-07-22,0.58,26.9,30.1,58.7
F1,T1,2023-07-23,0.72,25.0,49.3,38.8
F1,T1,2023-07-24,0.83,30.0,150.8,43.1
F1,T1,2023-07-25,0.95,31.3,151.4,22.2
F1,T1,2023-07-26,0.5,19.2,132.7,36.4
F1,T1,2023-07-27,0.7,32.7,179.1,56.4
F1,T1,2023-07-28,0.66,28.8,54.3,27.6
F1,T1,2023-07-29,0.59,21.8,86.0,53.2
F1,T1,2023-07-30,0.56,29.7,106.3,31.5
F1,T1,2023-07-31,0.75,21.0,119.2,37.4
F1,T1,2023-08-01,0.58,17.3,109.3,56.1
F1,T1,2023-08-02,0.67,29.7,131.7,57.3
F1,T1,2023-08-03,0.91,26.3,131.4,55.9
F1,T1,2023-08-04,0.7,21.5,2.2,53.1
F1,T1,2023-08-05,0.9,17.1,115.4,38.6
F1,T1,2023-08-06,0.56,34.6,42.9,22.7
F1,T1,2023-08-07,0.8,29.8,6.5,46.3
F1,T1,2023-08-08,0.77,17.1,34.5,42.7
F1,T1,2023-08-09,0.65,33.8,163.7,59.3
F1,T1,2023-08-10,0.63,34.4,86.2,33.9
F1,T1,2023-08-11,0.53,16.1,138.4,38.3
F1,T1,2023-08-12,0.61,27.3,50.6,43.1
F1,T1,2023-08-13,0.68,31.5,164.1,39.1
F1,T1,2023-08-14,0.68,22.3,161.1,33.1
F1,T1,2023-08-15,0.6,16.7,93.3,39.3
F1,T1,2023-08-16,0.92,19.4,76.2,52.3
F1,T1,2023-08-17,0.91,22.7,91.8,32.1
F1,T1,2023-08-18,0.97,17.4,186.7,47.4
